photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
vYobFdRqxfE,Canon,Canon EOS 5DS,125,170,11,1/125,1,0,0,1,2,1,1,2
SfdwxMA5VIM,Panasonic,DMC-LX7,80,4.7,4,1/1600,1,0,0,1,1,2,0,0
A8iLzX6OddM,,,,,,,1,,,,,,,
fcd0jr2Kt18,SONY,ILCE-6000,100,149,10,1/400,1,0,0,1,2,2,1,2
Ea5nd9AkK7U,NIKON CORPORATION,NIKON D750,200,70,2.8,1/200,1,0,0,0,0,1,0,1
JyYlC71iguw,Canon,Canon EOS 70D,100,50,5.6,1/250,0,0,0,1,1,1,0,1
q6vDxCXnvsk,SONY,ILCE-7SM2,8000,16,4,30,0,1,2,1,1,0,0,0
nkdHH3qZknQ,Canon,Canon EOS 60D,100,18,10,30,1,0,0,1,2,0,0,0
eodA_8CTOFo,NIKON CORPORATION,NIKON D610,1600,14,2.8,20,1,1,1,0,0,0,0,0
LPKk3wtkC-g,NIKON CORPORATION,,160,50,3.5,1/250,0,0,0,0,1,1,0,1
Dpo2Z7WgxIk,,,,,,,1,,,,,,,
Ok7iNxjmQ1A,SONY,ILCE-6500,100,30,1.4,1/160,0,0,0,0,0,1,0,0
XeEfTJVtM80,FUJIFILM,X-T2,200,90,1,1/1250,1,0,0,0,0,2,1,2
ks1_xiKXkkg,OLYMPUS CORPORATION,E-M10MarkII,100,25,1.8,1/80,0,0,0,0,0,1,0,0
H3O615WG6wA,,,,,,,1,,,,,,,
5MOScwaoYXM,Canon,Canon EOS REBEL T2i,100,109,5,1/200,1,0,0,1,1,1,1,2
iwFbKbfPGNk,Panasonic,DMC-FZ200,100,105.6,2.8,1/50,1,0,0,0,0,1,1,2
Y8fxUCqQYNA,Canon,Canon EOS 1300D,200,55,5.6,1/640,0,0,0,1,1,2,0,1
gVU53-ppFMc,Canon,Canon EOS 5D Mark III,160,600,8,1/1600,1,0,0,1,2,2,1,2
MXj8mrLXWKY,,,,,,,1,,,,,,,
PRumW--tkc4,HUAWEI,KIW-L24,100,3,2,1/933,1,0,0,0,0,2,0,0
kRnkqSKZODQ,Canon,Canon EOS 80D,320,55,5.6,1/640,1,0,0,1,1,2,0,1
sVvDP9p4KV0,NIKON CORPORATION,NIKON D600,200,70,7.1,1/800,1,0,0,1,2,2,0,1
wJKubwhDwZo,NIKON CORPORATION,NIKON D700,4500,27,13,1/125,1,1,2,1,2,1,0,0
pBhQnMTINig,Canon,Canon EOS 750D,100,50,5.6,915,1,0,0,1,1,0,0,1
tU7sNs6tmt8,FUJIFILM,X-T2,800,55,2.8,1/1400,1,1,1,0,0,2,0,1
_ukWHu8fUcY,Canon,Canon EOS 6D,100,35,3.5,1/1600,1,0,0,0,1,2,0,0
X-YdJgy_VnU,FUJIFILM,X-T2,1000,98.2,2.8,1/400,1,1,1,0,0,2,1,2
47Ro8G_N7Vo,Canon,Canon EOS 5D Mark III,500,,,1/100,1,1,1,,,1,,
tGBRQw52Thw,FUJIFILM,X100T,800,23,2.8,1/500,0,1,1,0,0,2,0,0
iOb6kC7-7DE,Canon,Canon EOS Rebel T6s,200,300,9,1/500,0,0,0,1,2,2,1,2
M2nMIpSkK6Q,NIKON CORPORATION,NIKON D3200,800,55,8,1/60,1,1,1,1,2,1,0,1
z5k9m2plcqk,,,,,,,0,,,,,,,
-TQUERQGUZ8,,,,,,,1,,,,,,,
k5lTncJ95Fo,Canon,Canon EOS 6D,5000,50,9,1/60,1,1,2,1,2,1,0,1
hSY4lkFR_E0,bq,Aquaris V,100,3.8,2,1/1486,1,0,0,0,0,2,0,0
0Z4lIZ7qSyQ,SONY,ILCE-6000,200,20,6.3,1/80,0,0,0,1,2,1,0,0
d1J56ZSXv4w,,,,,,,1,,,,,,,
6SQBR77lexo,Apple,iPhone 7 Plus,20,4,1.8,1/10638,1,0,0,0,0,2,0,0
kTdAQshXi-4,FUJIFILM,X-T10,200,23,1.4,1/250,1,0,0,0,0,1,0,0
YQPTf86GvpM,SONY,ILCE-7RM3,2500,54,3.2,1/80,1,1,2,0,1,1,0,1
HxM0_g-PXcY,Canon,Canon EOS 550D,640,50,1.8,1/60,0,1,1,0,0,1,0,1
sLUwiXCRHJU,NIKON,COOLPIX S9700,125,40.9,6.3,1/500,1,0,0,1,2,2,0,1
OMiFlI-tG-A,Canon,Canon EOS 5D Mark II,100,50,5,1/200,1,0,0,1,1,1,0,1
DzgnQBAbux0,FUJIFILM,X-E1,1600,50,7.1,1/500,1,1,1,1,2,2,0,1
6OQiVxXO9JU,Canon,Canon PowerShot G7 X,125,36.8,2.8,1/1000,1,0,0,0,0,2,0,1
jrDzerLmfW0,NIKON CORPORATION,NIKON D750,9000,50,4,1/400,1,1,2,1,1,2,0,1
Q3sxsoUpT0E,,,,,,,0,,,,,,,
sVGnruulBcA,NIKON CORPORATION,NIKON D7000,1000,36,3.2,1/100,1,1,1,0,1,1,0,1
C-Q2EEidTSY,FUJIFILM,X-T10,3200,35,16,1/60,1,1,2,1,2,1,0,0
_Yv4x4E9Iec,Canon,Canon EOS REBEL T3i,100,250,5.6,1/250,1,0,0,1,1,1,1,2
P2ZjPyNFu5c,SONY,ILCE-6500,200,70,6.3,1/3200,1,0,0,1,2,2,0,1
La5V_Qr6h3A,FUJIFILM,X-T2,6400,18,2.8,1.7,1,1,2,0,0,0,0,0
K1Eaqs4V5Go,Canon,Canon EOS 5D Mark II,2500,85,1.8,1/1000,0,1,2,0,0,2,0,1
Sg7eWHKrxrA,Canon,Canon EOS 7D,250,85,1.8,1/6400,0,0,0,0,0,2,0,1
1bPXERSwOcg,NIKON CORPORATION,NIKON D5100,100,85,1.8,1/250,0,0,0,0,0,1,0,1
6gt7AoSk5pQ,FUJIFILM,X-T1,200,56,1.4,1/2700,1,0,0,0,0,2,0,1
r9UWqwaBtWA,OLYMPUS CORPORATION,E-M10MarkII,200,60,2.8,1/500,1,0,0,0,0,2,0,1
kpuZEEoPAAk,Canon,Canon EOS 6D,640,38,3.5,1/125,0,1,1,0,1,1,0,1
HZmib_jXphw,Canon,Canon EOS 5D Mark IV,160,24,5.6,1/250,0,0,0,1,1,1,0,0
ellyLSXQ5wg,,,,,,,1,,,,,,,
MHXMQIb3TEQ,Panasonic,DMC-G85,800,150,5.6,1/320,1,1,1,1,1,2,1,2
7K24SkQUbSw,DJI,FC220,100,4.7,2.2,1/400,1,0,0,0,0,2,0,0
TrlHGvVLtbA,NIKON CORPORATION,NIKON D3400,400,35,1.8,1/800,1,0,0,0,0,2,0,0
qkxL5LOaoR0,NIKON CORPORATION,NIKON D750,100,24,2.8,1/1600,0,0,0,0,0,2,0,0
EurDbzjaxTE,SONY,ILCA-77M2,400,200,2.8,1/160,1,0,0,0,0,1,1,2
XCFAo370Vjo,DJI,FC220,100,4.7,2.2,1/911,1,0,0,0,0,2,0,0
5_RZnT-1tB8,SONY,ILCE-7R,250,35,5.6,1/60,0,0,0,1,1,1,0,0
uwEt4grBcdo,,,,,,,1,,,,,,,
GDn_IXaA12U,,,,,,,0,,,,,,,
dAN1C1zbfPw,Canon,Canon EOS 77D,320,100,2.8,1/320,1,0,0,0,0,2,1,2
a0gElGHO2eg,Canon,Canon EOS 70D,200,50,8,1/200,0,0,0,1,2,1,0,1
w5bYMd9leus,Canon,Canon EOS 5D Mark III,800,35,5,1/100,1,1,1,1,1,1,0,0
uFrOUoJg4hM,Canon,Canon EOS 5D Mark II,50,35,1.4,1/2000,1,0,0,0,0,2,0,0
XK7thML3zEQ,DJI,FC330,100,3.6,2.8,1/2000,0,0,0,0,0,2,0,0
0Hz_ReW_4cU,Canon,Canon EOS 6D,100,130,2.8,1/1000,1,0,0,0,0,2,1,2
0YR3Au6J9QY,Canon,Canon EOS 6D,200,90,14,1/500,0,0,0,1,2,2,1,2
fwD_GFyaOQ8,Canon,Canon EOS 6D Mark II,500,50,1.8,1/640,0,1,1,0,0,2,0,1
OLeDXwZ66zE,SONY,ILCE-7RM3,100,85,1.4,1/2500,0,0,0,0,0,2,0,1
i93OgkKVHPI,Canon,Canon EOS 80D,100,85,1.4,1/8000,1,0,0,0,0,2,0,1
fej7XoMQFCw,SONY,SLT-A58,200,70,10,1/125,1,0,0,1,2,1,0,1
bbH1j8aclpI,Canon,Canon EOS REBEL T3i,100,32,7.1,1/160,1,0,0,1,2,1,0,0
w-EAWnIgoM0,OLYMPUS IMAGING CORP.,E-M10,200,25,4.5,1/800,1,0,0,1,1,2,0,0
2t5woYq1sjg,Canon,Canon EOS 5D Mark III,800,600,9,1/2000,1,1,1,1,2,2,1,2
t7LHEPiHpIY,,,,,,,1,,,,,,,
n8JG_JZ-9PQ,FUJIFILM,X-E3,200,23,5.6,1/50,1,0,0,1,1,1,0,0
u4_1HuVll5Q,Canon,Canon EOS 7D,400,400,4.5,1/50,1,0,0,1,1,1,1,2
ZKSwZUXVwZg,NIKON CORPORATION,NIKON D750,800,90,9,1/60,1,1,1,1,2,1,1,2
t-DKv3i1jSM,Canon,Canon EOS 40D,100,40,10,1/80,1,0,0,1,2,1,0,1
CIYt1FnKFo8,NIKON CORPORATION,NIKON D750,800,90,7.1,1/640,0,1,1,1,2,2,1,2
BFkqQ2woEyI,DJI,FC220,139,4.7,2.2,1/25,1,0,0,0,0,1,0,0
XDPk8ndzNho,,,,,,,0,,,,,,,
PYiSLzXb9gs,,,,,,,1,,,,,,,
tSCmtF61nNg,Canon,Canon EOS 6D,100,85,9.5,1/125,0,0,0,1,2,1,0,1
Vn7vB7rWenQ,FUJIFILM,X-T10,200,27,9,1/2400,0,0,0,1,2,2,0,0
IBVI7yEx_lI,Canon,Canon EOS 77D,800,54,6.3,1/60,1,1,1,1,2,1,0,1
NBbjSYX2cw8,NIKON CORPORATION,NIKON D5600,3200,18,3.5,30,0,1,2,0,1,0,0,0
0VQPsAT3aog,NIKON CORPORATION,NIKON D800,640,70,11,1/125,0,1,1,1,2,1,0,1
ysesCvb2G_Q,Canon,Canon EOS 1300D,800,200,5.6,1/1500,1,1,1,1,1,2,1,2
X5YXJGEyvgg,Canon,Canon EOS 6D,160,85,5.6,1/90,0,0,0,1,1,1,0,1
b3AI7q4_ANc,DJI,FC220,420,4.7,2.2,1/13,1,0,0,0,0,1,0,0
bBw0cCGoJ_8,DJI,FC220,124,4.7,2.2,1/100,1,0,0,0,0,1,0,0
hie_GRfI-ms,Canon,A1,200,50,,,0,0,0,,,,0,1
TMMFoVRhAYs,Apple,iPhone 8 Plus,,4,1.8,1/30,0,,,0,0,1,0,0
PzWLcY_Yj0s,Canon,Canon EOS 6D Mark II,100,50,2.5,1/125,0,0,0,0,0,1,0,1
b9TRK9u-QmI,Canon,Canon EOS 700D,400,18,5,1/1250,0,0,0,1,1,2,0,0
Ecq10puHWaI,NIKON CORPORATION,NIKON D3300,800,105,5.6,1/2500,1,1,1,1,1,2,1,2
IFSPbRgMqBo,DJI,FC220,100,4.7,2.2,1/100,1,0,0,0,0,1,0,0
tghRzdAADXE,SONY,ILCE-6500,100,0,,1.6,1,0,0,,,0,,
vsvqdUL_Y8o,Canon,Canon EOS 6D,100,35,1.4,1/640,0,0,0,0,0,2,0,0
4zZQtXunq2Q,Canon,Canon EOS 750D,640,47,5.6,1/60,1,1,1,1,1,1,0,1
mZ39bDsdmeQ,NIKON CORPORATION,NIKON D5300,400,45,18,1/125,1,0,0,1,2,1,0,1
YuJmGZDeH08,Canon,Canon EOS 6D,100,85,1.8,1/750,0,0,0,0,0,2,0,1
v7-pC1PYRR0,samsung,SM-G935F,100,4.2,1.7,1/50,1,0,0,0,0,1,0,0
PKsLvzoP4Zg,Canon,Canon EOS 100D,100,105,8,1/100,1,0,0,1,2,1,1,2
aM7AvUbFk0k,,,,,,,1,,,,,,,
7o1lRegtJEs,Canon,Canon EOS 1100D,100,50,,1/25,1,0,0,,,1,0,1
18DeX6hwebI,FUJIFILM,X-T2,200,35,1.4,1/5000,1,0,0,0,0,2,0,0
e62pgCl1I_w,Canon,Canon EOS 60D,250,24,6.3,1/30,0,0,0,1,2,1,0,0
1tsAbBciTic,Canon,Canon EOS 5D Mark III,800,220,5,1/640,1,1,1,1,1,2,1,2
7MH4ped6_Mo,SONY,ILCE-7M3,200,50,2,1/3200,1,0,0,0,0,2,0,1
3pekyY0-yOw,NIKON CORPORATION,NIKON D7000,100,300,6.3,1/250,1,0,0,1,2,1,1,2
-ezYkae0yfs,SONY,ILCE-6000,100,30,1.4,1/1600,0,0,0,0,0,2,0,0
cNrEmpe6K40,NIKON CORPORATION,NIKON D3000,180,50,1.8,1/60,1,0,0,0,0,1,0,1
BS5zS5ezXTk,FUJIFILM,X-T20,100,18,2.8,1/2000,1,0,0,0,0,2,0,0
gsMSU6Pg_QI,SONY,ILCE-7M3,1600,50,1.8,1/800,0,1,1,0,0,2,0,1
JX37eQQZ_MU,Canon,Canon EOS 6D,400,85,1.8,4,1,0,0,0,0,0,0,1
J7toyl4g7M0,SONY,ILCE-7RM2,2000,30,4,13,0,1,2,1,1,0,0,0
T7dpT_i-44o,Canon,Canon EOS 6D,400,50,4,1/80,1,0,0,1,1,1,0,1
iIs6G45BCQk,DJI,FC2103,100,4.5,2.8,1/60,1,0,0,0,0,1,0,0
fEgwf6BE920,,,,,,,1,,,,,,,
HtNi5iMGCts,SONY,ILCE-7RM2,100,35,1.4,1/320,0,0,0,0,0,2,0,0
ERB4MTXEkbo,Canon,Canon EOS 5D Mark III,500,400,7.1,1/640,1,1,1,1,2,2,1,2
ocqT7E3QJlk,DJI,FC220,100,4.7,2.2,1/120,1,0,0,0,0,1,0,0
GjKPTkhni6Y,NIKON CORPORATION,NIKON D750,100,70,5.6,1/1000,1,0,0,1,1,2,0,1
TmvReoXVOyA,DJI,FC2103,100,4.5,2.8,1/320,0,0,0,0,0,2,0,0
CzIZrGGVgak,FUJIFILM,X-T1,200,100,8,1.5,1,0,0,1,2,0,1,2
WUA9vptOlac,SONY,ILCE-7RM3,50,16,4,1/320,0,0,0,1,1,2,0,0
URg6ggE1MYg,SONY,ILCE-7,100,28,4,1/200,0,0,0,1,1,1,0,0
dBrKSWR-z1w,Canon,Canon EOS 5D Mark III,2500,400,5.6,1/640,1,1,2,1,1,2,1,2
HVWVERp33tQ,NIKON CORPORATION,NIKON D3200,100,35,4.5,1/200,0,0,0,1,1,1,0,0
yQESAR7SnLI,NIKON CORPORATION,NIKON D850,64,20,16,30,0,0,0,1,2,0,0,0
ysRLATH07ck,Canon,Canon EOS 5DS,100,400,5.6,1/200,1,0,0,1,1,1,1,2
5kSxeTwftkc,DJI,FC6310,800,8.8,2.8,1/160,1,1,1,0,0,1,0,0
XW5BbnQ1I5w,Canon,Canon EOS 7D,,113,5.6,1/160,1,,,1,1,1,1,2
yhz2GQDnkfo,NIKON CORPORATION,NIKON D700,800,50,10,1/250,0,1,1,1,2,1,0,1
RZ9e_mWiguo,SONY,ILCE-7RM3,500,85,1.4,1/100,1,1,1,0,0,1,0,1
u5EdZMmIjfs,Canon,Canon EOS 5D Mark III,400,271,25,1/200,1,0,0,1,2,1,1,2
Hnq1Q3Dv2Ls,NIKON CORPORATION,NIKON D500,160,105,2.8,1/125,1,0,0,0,0,1,1,2
uWqz5Ekf57o,Canon,Canon EOS 6D,100,85,5.6,1/1000,0,0,0,1,1,2,0,1
n57xld8vu3M,SONY,ILCE-7,100,60,4,1/60,1,0,0,1,1,1,0,1
NqFwYtq93l0,NIKON CORPORATION,NIKON D4S,200,500,4,1/6400,1,0,0,1,1,2,1,2
tSR133k8Diw,FUJIFILM,X-H1,1250,100,6.4,1/2000,1,1,1,1,2,2,1,2
0xHF2nHHY_s,FUJIFILM,X-T20,100,16,1.4,1/500,1,0,0,0,0,2,0,0
jS4zPWMnPkA,Canon,Canon EOS 650D,100,42,6.3,1/200,0,0,0,1,2,1,0,1
vuFzbaTpR7s,DJI,FC300S,200,3.6,2.8,1/100,0,0,0,0,0,1,0,0
zs45PXETOkk,Canon,Canon EOS 7D Mark II,100,39,5.6,1/1600,1,0,0,1,1,2,0,1
XWacNTkZWkg,SONY,ILCE-7RM3,2000,35,2.8,1/160,1,1,2,0,0,1,0,0
mFTH2t8fDO8,Canon,Canon EOS 6D,100,85,8,1/125,1,0,0,1,2,1,0,1
ZeNweS5KYDM,NIKON CORPORATION,NIKON D5500,400,18,8,1/50,0,0,0,1,2,1,0,0
ma1gffIUhAg,FUJIFILM,X-T1,200,35,1,1/32000,1,0,0,0,0,2,0,0
YJq3TJb3qRA,Canon,Canon EOS 70D,100,98,5.6,1/125,0,0,0,1,1,1,1,2
8gosYCzEDOc,,,,,,,0,,,,,,,
5ZmEd6QRqiU,,,,,,,0,,,,,,,
XFMamV1AvGQ,SONY,ILCE-7M2,1250,35,2.8,13,1,1,1,0,0,0,0,0
4eN7LNs2HGU,FUJIFILM,X-H1,2500,10,10,1/100,1,1,2,1,2,1,0,0
XfctvGNxn2Y,Canon,Canon EOS 6D Mark II,800,35,1.8,1/1000,1,1,1,0,0,2,0,0
fKFIgyxGqgg,DJI,FC220,101,4.7,2.2,1/100,1,0,0,0,0,1,0,0
SXVfmEc7RjU,NIKON,D810,1400,290,4,1/1250,1,1,1,1,1,2,1,2
UlwGVmUMFTw,NIKON CORPORATION,NIKON D7000,100,38,11,1/250,1,0,0,1,2,1,0,1
BzfN0FcPhm4,NIKON CORPORATION,NIKON D3300,1100,18,14,1/125,0,1,1,1,2,1,0,0
JQ0YTMFhN5Q,SONY,ILCE-7RM2,100,24,3.5,1/200,0,0,0,0,1,1,0,0
k1hbfag2na0,,,,,,,0,,,,,,,
PbF_KzTNw1E,Canon,Canon EOS 6D,100,50,3.5,1/2500,0,0,0,0,1,2,0,1
_dT9cM0ONIY,SONY,ILCE-7M3,250,300,5.6,1/1000,1,0,0,1,1,2,1,2
LOdAL10JejI,SONY,ILCE-6300,100,50,4,1/80,1,0,0,1,1,1,0,1
tyX01W6KCyI,SONY,ILCE-7RM3,160,85,1.4,1/100,0,0,0,0,0,1,0,1
nhFcSmJtAeo,SONY,ILCE-6500,800,29,8,1/4000,0,1,1,1,2,2,0,0
w5AHafmgckw,SONY,ILCE-7RM2,16000,31,4,15,0,1,2,1,1,0,0,0
f9uAn6snTs8,SONY,ILCE-6000,400,200,8,1/60,1,0,0,1,2,1,1,2
U75-DjZSDII,FUJIFILM,X-T2,320,35,2.8,1/680,1,0,0,0,0,2,0,0
N6d-jP0r46I,Canon,Canon EOS 700D,640,34,5.6,1/50,1,1,1,1,1,1,0,0
8CuVNSQ3RS4,Canon,Canon EOS 5D Mark IV,160,170,8,1/60,1,0,0,1,2,1,1,2
nfCcsEgpAAM,Canon,Canon EOS 6D,100,85,5.6,1/90,0,0,0,1,1,1,0,1
KPCXuBucEps,,,,,,,0,,,,,,,
dChZrZx6mf8,NIKON CORPORATION,NIKON D800,400,70,8,1/15,0,0,0,1,2,1,0,1
rv63du1a79E,Apple,iPhone 8,20,4,1.8,1/695,0,0,0,0,0,2,0,0
TZNo2zmrpaA,FUJIFILM,X-T2,200,35,2,1/180,1,0,0,0,0,1,0,0
bObS-mRCPuc,,,,,,,0,,,,,,,
YDCc1sMZ6nc,Canon,Canon EOS 1300D,200,100,2.8,1/400,1,0,0,0,0,2,1,2
wANOyJD6QP8,FUJIFILM,X-E2,200,35,1.4,5,1,0,0,0,0,0,0,0
4gF_abRdjZo,Canon,Canon EOS 6D,250,85,11,1/90,0,0,0,1,2,1,0,1
EShGwCZs3Nc,Canon,Canon EOS 700D,100,18,4,1/2500,1,0,0,1,1,2,0,0
EFBfcXn5uTk,Apple,iPhone X,20,4,1.8,1/1250,1,0,0,0,0,2,0,0
9XRpNnTqdJE,NIKON CORPORATION,NIKON D750,125,70,7.1,1/60,1,0,0,1,2,1,0,1
tH8VsaZA5HA,Canon,Canon EOS R,1600,24,4,0.3,1,1,1,1,1,0,0,0
Qj20ZHLmVis,NIKON CORPORATION,NIKON Z 7,64,,,1/2500,1,0,0,,,2,,
R7cwSEv7pC4,Panasonic,DMC-FZ60,200,43.5,3.9,1/200,1,0,0,1,1,1,0,1
FJu_dhnTqlE,Canon,Canon EOS 5D Mark III,200,200,5.6,1/3200,1,0,0,1,1,2,1,2
ZuhcURrfqcU,SONY,ILCE-7RM3,200,70,4.5,1/50,0,0,0,1,1,1,0,1
oyr64kMIz98,Canon,EOS 6D,200,50,2.2,1/200,1,0,0,0,0,1,0,1
jP_21V34SeQ,Canon,Canon EOS 80D,200,19,6.3,1/80,0,0,0,1,2,1,0,0
IVX3YgXftjw,Canon,Canon EOS 5DS,100,50,1.4,1/8000,0,0,0,0,0,2,0,1
dxC84vR2-8U,Canon,Canon PowerShot G7 X,125,19.1,11,1/250,1,0,0,1,2,1,0,0
qZoT7MfT7KM,SONY,ILCA-77M2,800,35,7.1,1/100,1,1,1,1,2,1,0,0
PhpTxWLuQ1I,Canon,Canon EOS 6D,100,85,2,1/1000,0,0,0,0,0,2,0,1
xp5kA-OYA3A,,,,,,,0,,,,,,,
ql1lJHJ-SSo,Asus,Asus Zenfone 5,25,3.9,1.8,1/125,0,0,0,0,0,1,0,0
NEV6GhyEj8k,NIKON CORPORATION,NIKON D750,100,50,1.8,1/4000,0,0,0,0,0,2,0,1
V613DR6X9zE,Canon,Canon EOS 6D,100,113,4,1/200,1,0,0,1,1,1,1,2
K03EeiFqtps,NIKON CORPORATION,NIKON Z 6,200,85,1.4,1/125,1,0,0,0,0,1,0,1
1Y4ZB1pm_HU,SONY,ILCE-7M3,4000,300,8,1/320,1,1,2,1,2,2,1,2
PIl4gJH1QaY,DJI,FC220,100,4.7,2.2,1/320,1,0,0,0,0,2,0,0
XS-bgrSgXxI,Canon,Canon EOS Rebel T6,100,23,4,1/4000,1,0,0,1,1,2,0,0
wb85DEFXeRg,samsung,SM-G9500,250,4.2,1.7,1/10,0,0,0,0,0,1,0,0
AKW2gWJC9mM,Nikon,D5500,,,,,0,,,,,,,
1ci1vj9nx3A,NIKON CORPORATION,NIKON D5100,400,50,16,1/25,1,0,0,1,2,1,0,1
chgLdfjvUYc,FUJIFILM,X100F,200,19,5.6,1/220,0,0,0,1,1,1,0,0
TE7LUzTApx0,DJI,FC220,100,4.7,2.2,1/340,1,0,0,0,0,2,0,0
iemTASePNHk,DJI,FC220,100,4.7,2.2,1/240,1,0,0,0,0,1,0,0
x6sryLt6VZ0,SONY,ILCE-6000,125,50,4,1/160,1,0,0,1,1,1,0,1
XObb1sV-hns,Canon,Canon EOS 600D,1600,125,4.5,1/1250,0,1,1,1,1,2,1,2
WybQqpmFo7A,SONY,ILCE-7M2,1600,50,1.8,1/200,1,1,1,0,0,1,0,1
wpTiFyTvUu8,Canon,Canon EOS 6D Mark II,125,300,5.6,1/320,1,0,0,1,1,2,1,2
OslPL-avR2E,FUJIFILM,X-T2,200,35,2.8,1/480,1,0,0,0,0,2,0,0
yHaburAEFo4,SONY,ILCE-6500,640,12,14,1/160,1,1,1,1,2,1,0,0
9Jtvio08V84,SONY,NEX-6,400,300,6.3,1/2000,1,0,0,1,2,2,1,2
TJ1RLAvxayQ,Canon,Canon EOS 80D,160,100,5.6,1/1000,1,0,0,1,1,2,1,2
ZXQQZkojTSc,Canon,Canon EOS Rebel T7i,400,50,1.8,1/2000,1,0,0,0,0,2,0,1
fKdkTVEYMiQ,DJI,FC220,100,4.7,2.2,1/190,0,0,0,0,0,1,0,0
jv9ATyWT0Bw,Canon,Canon EOS 6D,400,35,1.4,1/200,0,0,0,0,0,1,0,0
pAwEc-BtIg4,Canon,Canon EOS 7D Mark II,800,70,4,1/250,1,1,1,1,1,1,0,1
pcPS4TByIoI,DJI,FC220,100,4.7,2.2,1/50,0,0,0,0,0,1,0,0
uMzm3jwlCkk,NIKON CORPORATION,NIKON D3400,1600,35,2.2,1/400,0,1,1,0,0,2,0,0
gyaPIZZjV_A,NIKON CORPORATION,NIKON D810,50,24,3.2,1/160,0,0,0,0,1,1,0,0
k2LOUyGIips,,,,,,,0,,,,,,,
5IynMUOOpLE,NIKON,NIKON D750,640,200,11,1/40,1,1,1,1,2,1,1,2
Bhu8QK-QeyA,,,,,,,0,,,,,,,
9PaVzX33apM,Canon,Canon EOS 7D,400,140,5.6,1/2500,0,0,0,1,1,2,1,2
Vn6DY9riDi4,NIKON CORPORATION,NIKON D3400,800,18,7.1,1/640,0,1,1,1,2,2,0,0
AfYyR6n4ZY8,Canon,Canon EOS 5D Mark III,100,70,10,84,1,0,0,1,2,0,0,1
xP64S622JW0,DJI,FC220,100,4.7,2.2,1/400,1,0,0,0,0,2,0,0
Uy9Bh-kmt3s,Canon,Canon EOS 5D Mark IV,800,24,11,15,1,1,1,1,2,0,0,0
hjaXORXT1dI,Canon,Canon EOS 70D,200,50,1.8,1/400,1,0,0,0,0,2,0,1
4ioTy5cIHyw,DJI,FC220,100,4.7,2.2,1/2500,1,0,0,0,0,2,0,0
UhP-w1Z4viY,PENTAX Corporation,PENTAX K100D,200,43,6.7,1/90,1,0,0,1,2,1,0,1
NSCZ3H6e95k,SONY,ILCE-6300,100,50,1.8,1/250,0,0,0,0,0,1,0,1
T5WR9adosj8,Canon,Canon EOS Rebel T6,400,50,1.8,1/1600,1,0,0,0,0,2,0,1
nQpqImZ9PTc,Canon,Canon EOS 5D Mark IV,125,24,4.5,1/250,0,0,0,1,1,1,0,0
VTci-qWnYvo,NIKON CORPORATION,NIKON D750,250,200,6.3,1/1600,0,0,0,1,2,2,1,2
Em776XP2Np8,Canon,Canon EOS 5D Mark II,100,34,5,1/60,1,0,0,1,1,1,0,0
xx5jpRiRiqc,NIKON CORPORATION,NIKON D5200,100,50,2.2,1/1250,0,0,0,0,0,2,0,1
9dc1HBMyfcM,Canon,Canon EOS 6D,640,58,4,1/400,1,1,1,1,1,2,0,1
UvmlwpcnGhU,Canon,EOS 6D,,,,,1,,,,,,,
uVxhbhuVWqg,Canon,Canon EOS 600D,800,24,2.8,1/100,0,1,1,0,0,1,0,0
RFT4YauTBs4,SONY,ILCE-7M2,200,50,16,1/5,1,0,0,1,2,1,0,1
mgHMNt38OJc,Canon,Canon EOS 450D,800,108,4,1/320,0,1,1,1,1,2,1,2
MhLjFJi3fRY,,,,,,,1,,,,,,,
Farm2Ddgrdc,NIKON CORPORATION,NIKON D3400,100,35,1.8,1/1250,0,0,0,0,0,2,0,0
_uighclH2pw,FUJIFILM,X-T3,3200,35,2.5,1/40,1,1,2,0,0,1,0,0
bsXHwvrK_4w,,,,,,,1,,,,,,,
Q9n1qsws8ZY,SONY,ILCE-6000,2000,35,1.8,1/500,0,1,2,0,0,2,0,0
Yj2xaiVOHC4,NIKON CORPORATION,NIKON Z 6,100,85,1.4,1/320,0,0,0,0,0,2,0,1
cKJJk76EjIY,SONY,ILCE-7M3,320,200,8,1/400,0,0,0,1,2,2,1,2
6-jMNbtR6UM,Canon,Canon EOS 6D,100,85,1.8,1/750,0,0,0,0,0,2,0,1
F5CW4uZ8tBw,Canon,Canon PowerShot G7 X,125,17.7,5.6,1/2000,1,0,0,1,1,2,0,0
FvQvqKhYnUM,Canon,Canon EOS 80D,100,27,4,1/100,1,0,0,1,1,1,0,0
fGfUJnZD3Mw,Apple,iPhone X,16,6,2.4,1/1350,0,0,0,0,0,2,0,0
DeeB1MMolss,FUJIFILM,X100F,640,23,5.6,1/500,1,1,1,1,1,2,0,0
UQMJ_qZ6Nog,Hasselblad,L1D-20c,100,10.3,2.8,1/320,1,0,0,0,0,2,0,0
zQzkH0aTMac,SONY,ILCE-7S,3200,25,11,1/1250,1,1,2,1,2,2,0,0
